ID;Index;EnglishName;ChineseName;Level;Notes
Monster_BloodBaboon;426;BloodBaboon;血猿;60;
Monster_BoneLord;353;BoneLord;骷髅王;60;
Monster_BurningZombie;429;BurningZombie;燃烧僵尸;60;
Monster_CatShaman;462;CatShaman;猫萨满;60;
Monster_CatWidow;458;CatWidow;寡妇猫;60;
Monster_CaveWitch;417;CaveWitch;山洞女巫;60;
Monster_CherryTree;62;CherryTree;樱花树;60;
Monster_ChestnutTree;58;ChestnutTree;栗子树;60;
Monster_ChestnutTree1;59;ChestnutTree1;栗子树1;60;
Monster_ChestnutTree2;60;ChestnutTree2;栗子树2;60;
Monster_DarkBeast;424;DarkBeast;暗黑兽;60;
Monster_DeathCrawler;428;DeathCrawler;死亡爬行者;60;
Monster_DemonWolf;421;DemonWolf;恶魔狼;60;
Monster_EbonyTree;61;EbonyTree;乌木树;60;
Monster_EvilTongs;160;EvilTongs;邪恶钳虫;60;
Monster_EvilTongs1;161;EvilTongs1;邪恶钳虫1;60;
Monster_EvilTongs2;162;EvilTongs2;邪恶钳虫2;60;
Monster_EvilTongs9;163;EvilTongs9;邪恶钳虫9;60;
Monster_FightingCat;456;FightingCat;斗士猫;60;
Monster_FireCat;457;FireCat;火焰猫;60;
Monster_FrozenZombie;420;FrozenZombie;冰冻僵尸;60;
Monster_GreatFoxSpirit;228;GreatFoxSpirit;大狐仙;60;
Monster_HardenRhino;427;HardenRhino;钢角犀牛;60;
Monster_HellBolt;415;HellBolt;地狱闪电;60;
Monster_HellCannibal;414;HellCannibal;地狱食人魔;60;
Monster_HellKeeper;418;HellKeeper;地狱守护者;60;
Monster_HellKnight1;520;HellKnight1;地狱骑士1;60;
Monster_HellPirate;413;HellPirate;地狱海盗;60;
Monster_HellSlasher;412;HellSlasher;地狱屠戮者;60;
Monster_IncarnatedWT;283;IncarnatedWT;沃玛化身;60;
Monster_IncarnatedZT;284;IncarnatedZT;祖玛化身;60;
Monster_Jar1;454;Jar1;罐子1;60;
Monster_Jar2;455;Jar2;罐子2;60;
Monster_KingHog;282;KingHog;野猪王;60;
Monster_LargeMushroom;63;LargeMushroom;巨型蘑菇;60;
Monster_LightBeast;425;LightBeast;光明兽;60;
Monster_ManectricKing;403;ManectricKing;雷电之王;60;
Monster_MinotaurKing;375;MinotaurKing;牛魔王;60;
Monster_MubZombie;419;MubZombie;木乃伊僵尸;60;
Monster_OmaKing;390;OmaKing;半兽之王;60;
Monster_OmaKingSpirit;391;OmaKingSpirit;半兽之王·灵魂;60;
Monster_RedMoonEvil;324;RedMoonEvil;赤月恶魔;60;
Monster_RedMoonEvil1;325;RedMoonEvil1;赤月恶魔1;60;
Monster_RestlessJar;464;RestlessJar;不安之罐;60;
Monster_StainHammerCat;459;StainHammerCat;污锤猫;60;
Monster_StrayCat;461;StrayCat;流浪猫;60;
Monster_TreasureBox;144;TreasureBox;宝箱;60;
Monster_UndeadWolf;422;UndeadWolf;不死狼;60;
Monster_VenomSpider3;306;VenomSpider3;毒蜘蛛3;60;
Monster_WhiteMammoth;423;WhiteMammoth;白猛犸;60;
Monster_WitchDoctor;416;WitchDoctor;巫医;60;
Monster_WoomaTaurus;256;WoomaTaurus;沃玛教主;60;
Monster_WoomaTaurus1;257;WoomaTaurus1;沃玛教主1;60;
Monster_WoomaTaurus9;258;WoomaTaurus9;沃玛教主9;60;
Monster_YangDevilNode;389;YangDevilNode;阳魔节点;60;
Monster_YinDevilNode;388;YinDevilNode;阴魔节点;60;
Monster_ZumaTaurus;205;ZumaTaurus;祖玛教主;60;
Monster_ZumaTaurus9;206;ZumaTaurus9;祖玛教主9;60;
Monster_BloodyLureSpider;494;BloodyLureSpider;血腥诱惑蛛;64;
Monster_LureSpider;313;LureSpider;诱惑蛛;64;
Monster_LureSpider0;314;LureSpider0;诱惑蛛0;64;
Monster_LureSpider3;315;LureSpider3;诱惑蛛3;64;
Monster_Chieftain_Archer;452;Chieftain_Archer;首领弓箭手;65;
Monster_Chieftain_Priest;450;Chieftain_Priest;首领祭司;65;
Monster_Chieftain_Rouge;451;Chieftain_Rouge;首领盗贼;65;
Monster_Chieftain_Warlock;449;Chieftain_Warlock;首领术士;65;
Monster_Chieftain_Warrior;448;Chieftain_Warrior;首领战士;65;
Monster_EvilHog;149;EvilHog;邪恶野猪;65;
Monster_EvilSpider;148;EvilSpider;邪恶蜘蛛;65;
Monster_FrozenArcher;480;FrozenArcher;冰封弓箭手;65;
Monster_FrozenAxeman;487;FrozenAxeman;冰封斧兵;65;
Monster_FrozenFighter;479;FrozenFighter;冰封斗士;65;
Monster_FrozenGolem;482;FrozenGolem;冰封石魔;65;
Monster_FrozenKnight;481;FrozenKnight;冰封骑士;65;
Monster_FrozenMagician;488;FrozenMagician;冰封法师;65;
Monster_FrozenMiner;486;FrozenMiner;冰封矿工;65;
Monster_FrozenSolider;478;FrozenSolider;冰封士兵;65;
Monster_SinseokMiner;493;SinseokMiner;辛石矿工;65;
Monster_SnowWolf;484;SnowWolf;雪狼;65;
Monster_SnowYeti;489;SnowYeti;雪人;65;
Monster_DarkDevil;285;DarkDevil;暗黑魔王;70;
Monster_KingScorpion;281;KingScorpion;蝎子王;70;
Monster_Yimoogi;143;Yimoogi;伊摩基;70;
Monster_CannibalTentacles;472;CannibalTentacles;食人触手;75;
Monster_Ancient_KingHog;191;Ancient_KingHog;远古野猪王;80;
Monster_FlyingStatue;339;FlyingStatue;飞天石像;80;
Monster_GeneralMeowMeow;465;GeneralMeowMeow;喵喵将军;80;
Monster_IceCrystalSolider;490;IceCrystalSolider;冰晶战士;80;
Monster_IcePhantom;483;IcePhantom;冰之幻影;80;
Monster_StoningStatue;340;StoningStatue;石化石像;80;
Monster_TreeQueen;562;TreeQueen;树妖王;80;
Monster_Ancient_WoomaGuardian;263;Ancient_WoomaGuardian;远古沃玛护卫;87;
Monster_CrazyManworm;408;CrazyManworm;狂暴人蛆;90;
Monster_CyanoGhast;409;CyanoGhast;青幽怨灵;90;
Monster_FrozenWarewolf;485;FrozenWarewolf;冰封狼人;90;
Monster_GhastlyLeecher;406;GhastlyLeecher;噬魂水蛭;90;
Monster_MutatedManworm;407;MutatedManworm;变异人蛆;90;
Monster_PKSpirit;505;PKSpirit;PK之魂;90;
Monster_00;393;00;未知怪物;99;
Monster_Ancient_AxeSkeleton;98;Ancient_AxeSkeleton;远古掷斧骷髅;99;
Monster_Ancient_AxeSkeleton0;99;Ancient_AxeSkeleton0;远古掷斧骷髅0;99;
Monster_Ancient_BoneElite;106;Ancient_BoneElite;远古精英骷髅;99;
Monster_Ancient_BoneWarrior;104;Ancient_BoneWarrior;远古骷髅勇士;99;
Monster_Ancient_BoneWarrior0;105;Ancient_BoneWarrior0;远古骷髅勇士0;99;
Monster_Ancient_Skeleton;100;Ancient_Skeleton;远古骷髅;99;
Monster_Ancient_Skeleton0;101;Ancient_Skeleton0;远古骷髅0;99;
Monster_EvilCentipede;164;EvilCentipede;邪恶蜈蚣;99;
Monster_EvilMir;392;EvilMir;邪恶神龙;99;
Monster_Master_DragonYang;453;Master_DragonYang;龙阳大师;99;
Monster_MirStatue;394;MirStatue;神龙石像;99;
Monster_Trainer;7;Trainer;训练师;99;
Monster_TrainingMob;8;TrainingMob;训练木人;99;
Monster_AncBringer;430;AncBringer;远古使者;100;
Monster_Ancient_ZumaTaurus;563;Ancient_ZumaTaurus;远古祖玛教主;100;
Monster_BeastKing;431;BeastKing;兽王;100;
Monster_DarkDevourer;411;DarkDevourer;黑暗吞噬者;100;
Monster_DarkSpirit;492;DarkSpirit;黑暗之灵;100;
Monster_DarkWraith;491;DarkWraith;黑暗怨灵;100;
Monster_DreamDevourer;410;DreamDevourer;噬梦者;100;
Monster_SeedingsGeneral;463;SeedingsGeneral;种子将军;100;
Monster_TucsonGeneral;477;TucsonGeneral;图森统领;100;
Monster_Ancient_WoomaTaurus;264;Ancient_WoomaTaurus;远古沃玛教主;105;
Monster_HellLord;527;HellLord;地狱之王;120;
Monster_Royal_Archer;503;Royal_Archer;皇家弓箭手;255;
Monster_Royal_Guard;502;Royal_Guard;皇家护卫;255;
Monster_Royal_Lieutenant;504;Royal_Lieutenant;皇家副官;255;
Monster_ArcherGuard3;499;ArcherGuard3;弓箭守卫3;999;
Monster_Guard3;498;Guard3;守卫3;999;
