ID;Index;FileName;EnglishName;ChineseName;Notes
Map_GT3F;426;GA30;GT3F;GT三层;
Map_GT3F;427;GA31;GT3F;GT三层;
Map_GT3F;428;GA32;GT3F;GT三层;
Map_GT3F;429;GA33;GT3F;GT三层;
Map_GT3F;430;GA34;GT3F;GT三层;
Map_GT3F;431;GA35;GT3F;GT三层;
Map_GT3F;432;GA36;GT3F;GT三层;
Map_GT3F;433;GA37;GT3F;GT三层;
Map_GT3F;434;GA38;GT3F;GT三层;
Map_GT3F;435;GA39;GT3F;GT三层;

Map_DogYoArena;439;DogYoArena2;DogYoArena;斗幽竞技场;
Map_DogYoHyun;440;DogYoHyun;DogYoHyun;斗幽玄关;
Map_DogYoMineLobby;441;DogYoMineLobby;DogYoMineLobby;斗幽矿区大厅;
Map_DY_Pharmacy;442;DY_Pharmacy;DY_Pharmacy;斗幽药店;
Map_DY_Craft;443;DY_Craft1;DY_Craft;斗幽工坊;
Map_DY_Craft;444;DY_Craft2;DY_Craft;斗幽工坊;
Map_DY_Head;445;DY_Head1;DY_Head;斗幽矿长室;
Map_DY_Head;446;DY_Head2;DY_Head;斗幽矿长室;
Map_DY_MedStorage;447;DY_MedStorage;DY_MedStorage;斗幽药品仓库;
Map_DY_Smithy;448;DY_Smithy;DY_Smithy;斗幽铁匠铺;
Map_DY_Weapon;449;DY_Weapon;DY_Weapon;斗幽武器店;
Map_DY_Wearhouse;450;DY_Wearhouse;DY_Wearhouse;斗幽仓库;

Map_DogYoMineLobby1;451;DogYoMineLobby1;DogYoMineLobby1;斗幽矿区一层大厅;
Map_DogYoMineLobby2;452;DogYoMineLobby2;DogYoMineLobby2;斗幽矿区二层大厅;
Map_DogYoMineLobby3;453;DogYoMineLobby3;DogYoMineLobby3;斗幽矿区三层大厅;
Map_DogYoMineLobby4;454;DogYoMineLobby4;DogYoMineLobby4;斗幽矿区四层大厅;

Map_DYMine11;455;DYMine11;DYMine11;斗幽矿区1-1;
Map_DYMine12;456;DYMine12;DYMine12;斗幽矿区1-2;
Map_DYMine13;457;DYMine13;DYMine13;斗幽矿区1-3;
Map_DYMine14;458;DYMine14;DYMine14;斗幽矿区1-4;
Map_DYMine15;459;DYMine15;DYMine15;斗幽矿区1-5;

Map_DYMine21;460;DYMine21;DYMine21;斗幽矿区2-1;
Map_DYMine22;461;DYMine22;DYMine22;斗幽矿区2-2;
Map_DYMine23;462;DYMine23;DYMine23;斗幽矿区2-3;
Map_DYMine24;463;DYMine24;DYMine24;斗幽矿区2-4;
Map_DYMine25;464;DYMine25;DYMine25;斗幽矿区2-5;

Map_DYMine31;465;DYMine31;DYMine31;斗幽矿区3-1;
Map_DYMine32;466;DYMine32;DYMine32;斗幽矿区3-2;
Map_DYMine33;467;DYMine33;DYMine33;斗幽矿区3-3;
Map_DYMine34;468;DYMine34;DYMine34;斗幽矿区3-4;
Map_DYMine35;469;DYMine35;DYMine35;斗幽矿区3-5;

Map_DYMine41;470;DYMine41;DYMine41;斗幽矿区4-1;
Map_DYMine42;471;DYMine42;DYMine42;斗幽矿区4-2;
Map_DYMine43;472;DYMine43;DYMine43;斗幽矿区4-3;
Map_DYMine44;473;DYMine44;DYMine44;斗幽矿区4-4;
Map_DYMine45;474;DYMine45;DYMine45;斗幽矿区4-5;
Map_DYMine4Boss;475;DYMine4Boss;DYMine4Boss;斗幽矿区四层BOSS房;
Map_DogYoMineLift;476;DogYoMineLift;DogYoMineLift;斗幽矿区升降梯;
