ID;Index;EnglishName;ChineseName;ItemType;Notes
Item_DoubleShot;1060;DoubleShot;二连射;Book;
Item_Meditation;1061;Meditation;冥想;Book;
Item_ElementalShot;1062;ElementalShot;元素射击;Book;
Item_ExplosiveTrap;1063;ExplosiveTrap;爆裂陷阱;Book;
Item_Concentration;1064;Concentration;集中射击;Book;
Item_VampireShot;1065;VampireShot;吸血箭;Book;
Item_SummonVampire;1066;SummonVampire;召唤吸血鬼;Book;
Item_BackStep;1067;BackStep;后跳;Book;
Item_DelayedExplosion;1068;DelayedExplosion;延时爆裂;Book;
Item_ElementalBarrier;1069;ElementalBarrier;元素屏障;Book;
Item_BindingShot;1070;BindingShot;束缚箭;Book;
Item_SummonToad;1071;SummonToad;召唤毒蛤;Book;
Item_PoisonShot;1072;PoisonShot;剧毒箭;Book;
Item_CrippleShot;1073;CrippleShot;致残箭;Book;
Item_SummonSnakes;1074;SummonSnakes;召唤毒蛇;Book;
Item_NapalmShot;1075;NapalmShot;燃烧弹;Book;
Item_OneWithNature;1076;OneWithNature;天人合一;Book;
Item_StoneTrap;1077;StoneTrap;石化陷阱;Book;
Item_Portal;1078;Portal;空间之门;Book;
Item_CatTognue;1365;CatTognue;猫之舌;Book;
Item_MeteorShower;1366;MeteorShower;流星雨;Book;
Item_BattleCry;1367;BattleCry;战吼;Book;
Item_MirBoots;82;MirBoots;米尔战靴;Boots;
Item_WhiteGoldShoes;91;WhiteGoldShoes;白金战靴;Boots;
Item_WhiteGoldShoesH;96;WhiteGoldShoes(H);白金战靴（加强）;Boots;
Item_RedJadeShoes;101;RedJadeShoes;赤玉战靴;Boots;
Item_RedJadeShoesH;106;RedJadeShoes(H);赤玉战靴（加强）;Boots;
Item_NephriteShoes;111;NephriteShoes;碧玉战靴;Boots;
Item_NephriteShoesH;116;NephriteShoes(H);碧玉战靴（加强）;Boots;
Item_BootsOfStrength1;124;BootsOfStrength1;力量战靴1;Boots;
Item_BootsOfStrength2;126;BootsOfStrength2;力量战靴2;Boots;
Item_BootsOfStrength3;128;BootsOfStrength3;力量战靴3;Boots;
Item_BootsOfStrength4;130;BootsOfStrength4;力量战靴4;Boots;
Item_BootsOfStrength5;132;BootsOfStrength5;力量战靴5;Boots;
Item_TarragonBoots;135;TarragonBoots;泰拉冈战靴;Boots;
Item_RaidersBoots;176;RaidersBoots;掠夺者战靴;Boots;
Item_RaidersBoots1;177;RaidersBoots1;掠夺者战靴1;Boots;
Item_RaidersBoots2;178;RaidersBoots2;掠夺者战靴2;Boots;
Item_RaidersBoots3;179;RaidersBoots3;掠夺者战靴3;Boots;
Item_RaidersBoots4;180;RaidersBoots4;掠夺者战靴4;Boots;
Item_RaidersBoots5;181;RaidersBoots5;掠夺者战靴5;Boots;
Item_SparklingBoots;202;SparklingBoots;闪耀战靴;Boots;
Item_BootsOfDarkness;205;BootsOfDarkness;黑暗战靴;Boots;
Item_CheongboBootsWAR;208;CheongboBoots(WAR);青宝战靴·战士;Boots;
Item_CheongboBootsWIZ;211;CheongboBoots(WIZ);青宝战靴·法师;Boots;
Item_CheongboBootsTAO;214;CheongboBoots(TAO);青宝战靴·道士;Boots;
Item_CheongboBootsASSA;217;CheongboBoots(ASSA);青宝战靴·刺客;Boots;
Item_CheongboBootsARCH;220;CheongboBoots(ARCH);青宝战靴·弓手;Boots;
Item_RottenShoes;619;RottenShoes;腐烂皮鞋;Boots;
Item_LowShoes;620;LowShoes;粗布鞋;Boots;
Item_LeatherBoots;621;LeatherBoots;皮靴;Boots;
Item_SilkBoots;622;SilkBoots;丝绸靴;Boots;
Item_BlackBoots;623;BlackBoots;黑色战靴;Boots;
Item_DragonBoots;624;DragonBoots;龙纹战靴;Boots;
Item_RedScaleBoots;625;RedScaleBoots;赤鳞战靴;Boots;
Item_GoldPatternBoots;626;GoldPatternBoots;金纹战靴;Boots;
Item_OldLoafer;1180;OldLoafer;旧皮鞋;Boots;
Item_StrongLeatherShoes;1194;StrongLeatherShoes;结实皮鞋;Boots;
Item_SilkShoes;1212;SilkShoes;丝绸皮鞋;Boots;
Item_SolidBlackBoots;1235;SolidBlackBoots;纯黑战靴;Boots;
Item_GonryunHePublication寶;1451;GonryunHePublication(寶);昆仑鹤步战靴·宝;Boots;
Item_GonryunHePublication聖;1452;GonryunHePublication(聖);昆仑鹤步战靴·圣;Boots;
Item_GonryunHePublication神;1453;GonryunHePublication(神);昆仑鹤步战靴·神;Boots;
Item_GonryunHePublication聖物1;1463;GonryunHePublication(聖物)1;昆仑鹤步战靴·圣物1;Boots;
Item_GonryunHePublication聖物2;1464;GonryunHePublication(聖物)2;昆仑鹤步战靴·圣物2;Boots;
Item_GonryunHePublication聖物3;1465;GonryunHePublication(聖物)3;昆仑鹤步战靴·圣物3;Boots;
Item_GonryunHePublication聖物5;1466;GonryunHePublication(聖物)5;昆仑鹤步战靴·圣物5;Boots;
Item_GonryunHePublication聖物4;1467;GonryunHePublication(聖物)4;昆仑鹤步战靴·圣物4;Boots;
Item_GonryunHePublication寶物1;1468;GonryunHePublication(寶物)1;昆仑鹤步战靴·宝物1;Boots;
Item_GonryunHePublication寶物2;1469;GonryunHePublication(寶物)2;昆仑鹤步战靴·宝物2;Boots;
Item_GonryunHePublication寶物3;1470;GonryunHePublication(寶物)3;昆仑鹤步战靴·宝物3;Boots;
Item_GonryunHePublication寶物5;1471;GonryunHePublication(寶物)5;昆仑鹤步战靴·宝物5;Boots;
Item_GonryunHePublication寶物4;1472;GonryunHePublication(寶物)4;昆仑鹤步战靴·宝物4;Boots;
Item_GonryunHePublication神物1;1473;GonryunHePublication(神物)1;昆仑鹤步战靴·神物1;Boots;
Item_GonryunHePublication神物2;1474;GonryunHePublication(神物)2;昆仑鹤步战靴·神物2;Boots;
Item_GonryunHePublication神物3;1475;GonryunHePublication(神物)3;昆仑鹤步战靴·神物3;Boots;
Item_GonryunHePublication神物5;1476;GonryunHePublication(神物)5;昆仑鹤步战靴·神物5;Boots;
Item_GonryunHePublication神物4;1477;GonryunHePublication(神物)4;昆仑鹤步战靴·神物4;Boots;
Item_SpiritBracelet;9;SpiritBracelet;灵魂手镯;Bracelet;
Item_RecallBracelet;13;RecallBracelet;回城手镯;Bracelet;
Item_RedOrchidBracelet;16;RedOrchidBracelet;红兰手镯;Bracelet;
Item_RedFlowerBracelet;19;RedFlowerBracelet;红花手镯;Bracelet;
Item_SmashWheel;22;SmashWheel;碎魔轮;Bracelet;
Item_HwanDevilBracelet;25;HwanDevilBracelet;幻魔手镯;Bracelet;
Item_PurityBracelet;28;PurityBracelet;净化手镯;Bracelet;
Item_FiveStringBracelet;31;FiveStringBracelet;五弦手镯;Bracelet;
Item_MundaneGlove;33;MundaneGlove;粗布护腕;Bracelet;
Item_NokChiWheel;35;NokChiWheel;鹿齿轮;Bracelet;
Item_TaoProtectBracelet;37;TaoProtectBracelet;护道手镯;Bracelet;
Item_MirWheel;69;MirWheel;米尔法轮;Bracelet;
Item_MirWheel1;70;MirWheel1;米尔法轮1;Bracelet;
Item_MirWheel2;71;MirWheel2;米尔法轮2;Bracelet;
Item_MirWheel3;72;MirWheel3;米尔法轮3;Bracelet;
Item_MirWheel4;73;MirWheel4;米尔法轮4;Bracelet;
Item_MirWheel5;74;MirWheel5;米尔法轮5;Bracelet;
Item_BugBracelet;88;BugBracelet;虫蛀手镯;Bracelet;
Item_WhiteGoldBracelet;93;WhiteGoldBracelet;白金手镯;Bracelet;
Item_WhiteGoldBraceletH;98;WhiteGoldBracelet(H);白金手镯（加强）;Bracelet;
Item_RedJadeBracelet;103;RedJadeBracelet;赤玉手镯;Bracelet;
Item_RedJadeBraceletH;108;RedJadeBracelet(H);赤玉手镯（加强）;Bracelet;
Item_NephriteBracelet;113;NephriteBracelet;碧玉手镯;Bracelet;
Item_NephriteBraceletH;118;NephriteBracelet(H);碧玉手镯（加强）;Bracelet;
Item_MysteryWheel;121;MysteryWheel;神秘法轮;Bracelet;
Item_TarragonBracelet;136;TarragonBracelet;泰拉冈手镯;Bracelet;
Item_RaidersGlove;170;RaidersGlove;掠夺者护腕;Bracelet;
Item_RaidersGlove1;171;RaidersGlove1;掠夺者护腕1;Bracelet;
Item_RaidersGlove2;172;RaidersGlove2;掠夺者护腕2;Bracelet;
Item_RaidersGlove3;173;RaidersGlove3;掠夺者护腕3;Bracelet;
Item_RaidersGlove4;174;RaidersGlove4;掠夺者护腕4;Bracelet;
Item_RaidersGlove5;175;RaidersGlove5;掠夺者护腕5;Bracelet;
Item_BraceletOfAgony;194;BraceletOfAgony;苦痛手镯;Bracelet;
Item_BraceletOfAgony1;195;BraceletOfAgony1;苦痛手镯1;Bracelet;
Item_BraceletOfAgony2;196;BraceletOfAgony2;苦痛手镯2;Bracelet;
Item_BraceletOfAgony3;197;BraceletOfAgony3;苦痛手镯3;Bracelet;
Item_BraceletOfAgony4;198;BraceletOfAgony4;苦痛手镯4;Bracelet;
Item_BraceletOfAgony5;199;BraceletOfAgony5;苦痛手镯5;Bracelet;
Item_IronBracelet;476;IronBracelet;铁质手镯;Bracelet;
Item_ThinBracelet;477;ThinBracelet;细制手镯;Bracelet;
Item_LeatherGlove;478;LeatherGlove;皮质护腕;Bracelet;
Item_SilverBracelet;479;SilverBracelet;白银手镯;Bracelet;
Item_SteelBracelet;480;SteelBracelet;钢铁手镯;Bracelet;
Item_LargeBracelet;481;LargeBracelet;大型手镯;Bracelet;
Item_SharpBracelet;482;SharpBracelet;锋利手镯;Bracelet;
Item_HardGlove;483;HardGlove;坚硬护腕;Bracelet;
Item_MagicBracelet;484;MagicBracelet;魔力手镯;Bracelet;
Item_EvadeBracelet;485;EvadeBracelet;闪避手镯;Bracelet;
Item_EbonyBracelet;486;EbonyBracelet;乌木手镯;Bracelet;
Item_MonkBracelet;487;MonkBracelet;僧侣手镯;Bracelet;
Item_StrainBracelet;488;StrainBracelet;强韧手镯;Bracelet;
Item_DeathGauntlet;489;DeathGauntlet;死亡护手;Bracelet;
Item_GoldBracelet;490;GoldBracelet;黄金手镯;Bracelet;
Item_3rdEyeBracelet;491;3rdEyeBracelet;天眼手镯;Bracelet;
Item_BronzeGlove;492;BronzeGlove;青铜护腕;Bracelet;
Item_SpellBracelet;493;SpellBracelet;咒术手镯;Bracelet;
Item_KnightBracelet;494;KnightBracelet;骑士手镯;Bracelet;
Item_DragonBracelet;495;DragonBracelet;龙纹手镯;Bracelet;
Item_SoulSpringBracelet;496;SoulSpringBracelet;灵泉手镯;Bracelet;
Item_BlackIronBracelet;497;BlackIronBracelet;玄铁手镯;Bracelet;
Item_SteelGlove;498;SteelGlove;钢铁护腕;Bracelet;
Item_BracerOfMagic;499;BracerOfMagic;魔力护腕;Bracelet;
Item_TaoPowerBracelet;500;TaoPowerBracelet;道力手镯;Bracelet;
Item_SteelGauntlet;501;SteelGauntlet;钢铁护手;Bracelet;
Item_8TrigramWheel;502;8TrigramWheel;八卦轮;Bracelet;
Item_HangMaWheel;503;HangMaWheel;抗魔轮;Bracelet;
Item_BokMaWheel;504;BokMaWheel;驱魔轮;Bracelet;
Item_BaekTaGlove;505;BaekTaGlove;白塔护腕;Bracelet;
Item_SpiritReformer;506;SpiritReformer;灵魂调律手镯;Bracelet;
Item_HolyTaoWheel;507;HolyTaoWheel;圣道之轮;Bracelet;
Item_DualTitanAmulet;508;DualTitanAmulet;双泰坦手镯;Bracelet;
Item_EvilWhispAmulet;509;EvilWhispAmulet;邪灵手镯;Bracelet;
Item_SacredAngelAmulet;510;SacredAngelAmulet;圣天使手镯;Bracelet;
Item_WildTitanAmulet;511;WildTitanAmulet;狂暴泰坦手镯;Bracelet;
Item_EnchantedAmulet;512;EnchantedAmulet;魔咒手镯;Bracelet;
Item_FiveElementAmulet;513;FiveElementAmulet;五行手镯;Bracelet;
Item_PurpleFoxBracelet;514;PurpleFoxBracelet;紫狐手镯;Bracelet;
Item_RedFoxBracelet;515;RedFoxBracelet;赤狐手镯;Bracelet;
Item_BlueFoxBracelet;516;BlueFoxBracelet;蓝狐手镯;Bracelet;
Item_GreatPurpleFoxBrace;517;GreatPurpleFoxBrace;大紫狐手镯;Bracelet;
Item_GreatRedFoxBrace;518;GreatRedFoxBrace;大赤狐手镯;Bracelet;
Item_GreatBlueFoxBrace;519;GreatBlueFoxBrace;大蓝狐手镯;Bracelet;
Item_SurvivalBracelet;520;SurvivalBracelet;生存手镯;Bracelet;
Item_LunarBracelet;521;LunarBracelet;月华手镯;Bracelet;
Item_GoldenDragonBrace;522;GoldenDragonBrace;金龙手镯;Bracelet;
Item_GoldenDragonBrace1;523;GoldenDragonBrace1;金龙手镯1;Bracelet;
Item_GoldenDragonBrace2;524;GoldenDragonBrace2;金龙手镯2;Bracelet;
Item_GoldenDragonBrace3;525;GoldenDragonBrace3;金龙手镯3;Bracelet;
Item_GoldenDragonBrace4;526;GoldenDragonBrace4;金龙手镯4;Bracelet;
Item_GoldenDragonBrace5;527;GoldenDragonBrace5;金龙手镯5;Bracelet;
Item_EvilDragonBracelet;528;EvilDragonBracelet;邪龙手镯;Bracelet;
Item_EvilDragonBracelet1;529;EvilDragonBracelet1;邪龙手镯1;Bracelet;
Item_EvilDragonBracelet2;530;EvilDragonBracelet2;邪龙手镯2;Bracelet;
Item_EvilDragonBracelet3;531;EvilDragonBracelet3;邪龙手镯3;Bracelet;
Item_EvilDragonBracelet4;532;EvilDragonBracelet4;邪龙手镯4;Bracelet;
Item_EvilDragonBracelet5;533;EvilDragonBracelet5;邪龙手镯5;Bracelet;
Item_WornIronBracelet;1176;WornIronBracelet;破旧铁手镯;Bracelet;
Item_SteelBangle;1185;SteelBangle;钢铁镯;Bracelet;
Item_ToughGlove;1207;ToughGlove;结实护腕;Bracelet;
Item_MagicBangle;1208;MagicBangle;魔力镯;Bracelet;
Item_EbonyBangle;1210;EbonyBangle;乌木镯;Bracelet;
Item_MonkBangle;1211;MonkBangle;僧侣镯;Bracelet;
Item_BlackIronBangle;1245;BlackIronBangle;玄铁镯;Bracelet;
Item_UnstablePearll+9;1386;Unstable Pearll(+9);不稳定珍珠镯(+9);Bracelet;
Item_UnstablePearll+91;1388;UnstablePearll(+9)1;不稳定珍珠镯(+9)1;Bracelet;
Item_UnstablePearll+94;1389;UnstablePearll(+9)4;不稳定珍珠镯(+9)4;Bracelet;
Item_UnstablePearll+93;1390;UnstablePearll(+9)3;不稳定珍珠镯(+9)3;Bracelet;
Item_UnstablePearll+95;1391;UnstablePearll(+9)5;不稳定珍珠镯(+9)5;Bracelet;
Item_UnstablePearl+92;1392;UnstablePearl(+9)2;不稳定珍珠镯(+9)2;Bracelet;
Item_Gonryunpasackle寶;1523;Gonryunpasackle(寶);昆仑破邪手镯·宝;Bracelet;
Item_Gonryunpasackle寶1;1524;Gonryunpasackle(寶)1;昆仑破邪手镯·宝1;Bracelet;
Item_Gonryunpasackle寶2;1525;Gonryunpasackle(寶)2;昆仑破邪手镯·宝2;Bracelet;
Item_Gonryunpasackle寶3;1526;Gonryunpasackle(寶)3;昆仑破邪手镯·宝3;Bracelet;
Item_Gonryunpasackle寶4;1527;Gonryunpasackle(寶)4;昆仑破邪手镯·宝4;Bracelet;
Item_Gonryunpasackle寶5;1528;Gonryunpasackle(寶)5;昆仑破邪手镯·宝5;Bracelet;
Item_Gonryunpasackle聖;1529;Gonryunpasackle(聖);昆仑破邪手镯·圣;Bracelet;
Item_Gonryunpasackle聖1;1530;Gonryunpasackle(聖)1;昆仑破邪手镯·圣1;Bracelet;
Item_Gonryunpasackle聖2;1531;Gonryunpasackle(聖)2;昆仑破邪手镯·圣2;Bracelet;
Item_Gonryunpasackle聖3;1532;Gonryunpasackle(聖)3;昆仑破邪手镯·圣3;Bracelet;
Item_Gonryunpasackle聖4;1533;Gonryunpasackle(聖)4;昆仑破邪手镯·圣4;Bracelet;
Item_Gonryunpasackle聖5;1534;Gonryunpasackle(聖)5;昆仑破邪手镯·圣5;Bracelet;
Item_Gonryunpasackle神;1535;Gonryunpasackle(神);昆仑破邪手镯·神;Bracelet;
Item_Gonryunpasackle神1;1536;Gonryunpasackle(神)1;昆仑破邪手镯·神1;Bracelet;
Item_Gonryunpasackle神2;1537;Gonryunpasackle(神)2;昆仑破邪手镯·神2;Bracelet;
Item_Gonryunpasackle神3;1538;Gonryunpasackle(神)3;昆仑破邪手镯·神3;Bracelet;
Item_Gonryunpasackle神4;1539;Gonryunpasackle(神)4;昆仑破邪手镯·神4;Bracelet;
Item_Gonryunpasackle神5;1540;Gonryunpasackle(神)5;昆仑破邪手镯·神5;Bracelet;
Item_진TheessenceofDoom;1567;(진)The essence of Doom;（真）末日精华手镯;Bracelet;
Item_TheessenceofDoom;1568;The essence of Doom;末日精华手镯;Bracelet;
Item_BallOfDoom;1569;BallOfDoom;末日之球手镯;Bracelet;
Item_BallOfDoom1;1570;BallOfDoom1;末日之球手镯1;Bracelet;
Item_BallOfDoom2;1571;BallOfDoom2;末日之球手镯2;Bracelet;
Item_BallOfDoom3;1572;BallOfDoom3;末日之球手镯3;Bracelet;
Item_BallOfDoom4;1573;BallOfDoom4;末日之球手镯4;Bracelet;
Item_BallOfDoom5;1574;BallOfDoom5;末日之球手镯5;Bracelet;
Item_UnstablePearll+6;1587;UnstablePearll(+6);不稳定珍珠镯(+6);Bracelet;
Item_UnstablePearll+61;1588;UnstablePearll(+6)1;不稳定珍珠镯(+6)1;Bracelet;
Item_UnstablePearll+62;1589;UnstablePearll(+6)2;不稳定珍珠镯(+6)2;Bracelet;
Item_UnstablePearll+63;1590;UnstablePearll(+6)3;不稳定珍珠镯(+6)3;Bracelet;
Item_UnstablePearll+64;1591;UnstablePearll(+6)4;不稳定珍珠镯(+6)4;Bracelet;
Item_UnstablePearll+65;1592;UnstablePearll(+6)5;不稳定珍珠镯(+6)5;Bracelet;
Item_UnstablePearll+3;1593;UnstablePearll(+3);不稳定珍珠镯(+3);Bracelet;
Item_UnstablePearll+31;1594;UnstablePearll(+3)1;不稳定珍珠镯(+3)1;Bracelet;
Item_UnstablePearll+32;1595;UnstablePearll(+3)2;不稳定珍珠镯(+3)2;Bracelet;
Item_UnstablePearll+33;1596;UnstablePearll(+3)3;不稳定珍珠镯(+3)3;Bracelet;
Item_UnstablePearll+34;1597;UnstablePearll(+3)4;不稳定珍珠镯(+3)4;Bracelet;
Item_UnstablePearll+35;1598;UnstablePearll(+3)5;不稳定珍珠镯(+3)5;Bracelet;
Item_StoneMonster;1633;StoneMonster;石像怪手镯;Bracelet;
Item_StoneMonster1;1634;StoneMonster1;石像怪手镯1;Bracelet;
Item_StoneMonster2;1635;StoneMonster2;石像怪手镯2;Bracelet;
Item_StoneMonster3;1636;StoneMonster3;石像怪手镯3;Bracelet;
Item_StoneMonster4;1637;StoneMonster4;石像怪手镯4;Bracelet;
Item_StoneMonster5;1638;StoneMonster5;石像怪手镯5;Bracelet;
Item_ArmourBookDC;812;ArmourBook(DC);护甲之书（物攻）;CraftingMaterial;
Item_ArmourBookMC;813;ArmourBook(MC);护甲之书（魔攻）;CraftingMaterial;
Item_ArmourBookSC;814;ArmourBook(SC);护甲之书（道攻）;CraftingMaterial;
Item_ArmourBookACC;815;ArmourBook(ACC);护甲之书（命中）;CraftingMaterial;
Item_RustyArmour;816;RustyArmour;生锈铠甲;CraftingMaterial;
Item_Translucent;817;Translucent;透明结晶;CraftingMaterial;
Item_HavocCrystal;818;HavocCrystal;混沌水晶;CraftingMaterial;
Item_BookofMana;819;BookofMana;魔力之书;CraftingMaterial;
Item_BookofSpirit;820;BookofSpirit;灵魂之书;CraftingMaterial;
Item_ArmourCastTool;821;ArmourCastTool;护甲铸造工具;CraftingMaterial;
Item_MossyBox;822;MossyBox;覆苔宝箱;CraftingMaterial;
Item_StrongRope;823;StrongRope;结实绳索;CraftingMaterial;
Item_Feather;857;Feather;羽毛;CraftingMaterial;
Item_BrownChestnut;858;BrownChestnut;褐色栗子;CraftingMaterial;
Item_BronzeChestnut;859;BronzeChestnut;青铜栗子;CraftingMaterial;
Item_SilverChestnut;860;SilverChestnut;白银栗子;CraftingMaterial;
Item_GoldChestnut;861;GoldChestnut;黄金栗子;CraftingMaterial;
Item_Cherry;862;Cherry;樱桃;CraftingMaterial;
Item_Mushroom;863;Mushroom;蘑菇;CraftingMaterial;
Item_EbonyFruit;864;EbonyFruit;乌木果;CraftingMaterial;
Item_Timber;865;Timber;木材;CraftingMaterial;
Item_CannibalLeaf;866;CannibalLeaf;食人花叶;CraftingMaterial;
Item_CannibalFruit;867;CannibalFruit;食人花果;CraftingMaterial;
Item_SpiderTeeth;868;SpiderTeeth;蜘蛛獠牙;CraftingMaterial;
Item_SpiderWeb;869;SpiderWeb;蜘蛛网;CraftingMaterial;
Item_WoomaHorn;870;WoomaHorn;祖玛之角;CraftingMaterial;
Item_ZumaRelic;871;ZumaRelic;祖玛圣物;CraftingMaterial;
Item_MaggotPill;872;MaggotPill;腐虫药丸;CraftingMaterial;
Item_ScorpionTail;873;ScorpionTail;蝎尾;CraftingMaterial;
Item_Bone;874;Bone;骨头;CraftingMaterial;
Item_LargeBone;875;LargeBone;大块骨头;CraftingMaterial;
Item_SkyStingerEgg;876;SkyStingerEgg;天刺卵;CraftingMaterial;
Item_Mandible;877;Mandible;下颚骨;CraftingMaterial;
Item_BugEye;878;BugEye;昆虫复眼;CraftingMaterial;
Item_BugLeg;879;BugLeg;虫腿;CraftingMaterial;
Item_BugShell;880;BugShell;虫壳;CraftingMaterial;
Item_WhiteThread;881;WhiteThread;白丝线;CraftingMaterial;
Item_RedThread;882;RedThread;红丝线;CraftingMaterial;
Item_BlackThread;883;BlackThread;黑丝线;CraftingMaterial;
Item_RedEyeSkull;884;RedEyeSkull;红眼骷髅;CraftingMaterial;
Item_DragonScale;885;DragonScale;龙鳞;CraftingMaterial;
Item_WindMarble;886;WindMarble;风之石珠;CraftingMaterial;
Item_EvasionMarble;887;EvasionMarble;闪避石珠;CraftingMaterial;
Item_FocusMarble;888;FocusMarble;专注石珠;CraftingMaterial;
Item_PoisonMarble;889;PoisonMarble;毒素石珠;CraftingMaterial;
Item_IceMarble;890;IceMarble;冰冻石珠;CraftingMaterial;
Item_WillMarble;891;WillMarble;意志石珠;CraftingMaterial;
Item_AntidoteMarble;892;AntidoteMarble;解毒石珠;CraftingMaterial;
Item_String;893;String;细绳;CraftingMaterial;
Item_HealingLetter;894;HealingLetter;治愈信件;CraftingMaterial;
Item_DeerHorn;895;DeerHorn;鹿角;CraftingMaterial;
Item_DeerBlood;896;DeerBlood;鹿血;CraftingMaterial;
Item_RedMoonChip;901;RedMoonChip;赤月晶片;CraftingMaterial;
Item_EvilApeOil;902;EvilApeOil;恶猿之油;CraftingMaterial;
Item_EvilApeHeart;903;EvilApeHeart;恶猿之心;CraftingMaterial;
Item_JadeCrystal;904;JadeCrystal;玉髓水晶;CraftingMaterial;
Item_DemonLeather;905;DemonLeather;恶魔皮革;CraftingMaterial;
Item_UndeadLeather;906;UndeadLeather;亡灵皮革;CraftingMaterial;
Item_MammothLeather;907;MammothLeather;猛犸皮革;CraftingMaterial;
Item_BeastLeather;908;BeastLeather;野兽皮革;CraftingMaterial;
Item_LightLeather;909;LightLeather;轻皮革;CraftingMaterial;
Item_BaboonLeather;910;BaboonLeather;山魈皮革;CraftingMaterial;
Item_RhinoLeather;911;RhinoLeather;犀牛皮革;CraftingMaterial;
Item_AncientLeather;912;AncientLeather;远古皮革;CraftingMaterial;
Item_CraftingBook;1348;CraftingBook;制造手册;CraftingMaterial;
Item_FishDetector;800;FishDetector;鱼群探测器;Finder;
Item_PremiumFinder;801;PremiumFinder;高级探鱼器;Finder;
Item_Walleye;804;Walleye;大眼鱼;Fish;
Item_SwordFish;805;SwordFish;剑鱼;Fish;
Item_RockBass;806;RockBass;岩鲈;Fish;
Item_Trout;807;Trout;鳟鱼;Fish;
Item_FishingFloat;796;FishingFloat;浮漂;Float;
Item_PremiumFloat;797;PremiumFloat;高级浮漂;Float;
Item_RawMeat;791;RawMeat;生肉;Food;
Item_LeanMeat;792;LeanMeat;精瘦肉;Food;
Item_BraveryGem;734;BraveryGem;勇气宝石;Gem;
Item_MagicGem;735;MagicGem;魔力宝石;Gem;
Item_SoulGem;736;SoulGem;灵魂宝石;Gem;
Item_ProtectionGem;737;ProtectionGem;守护宝石;Gem;
Item_EvilSlayerGem;738;EvilSlayerGem;屠魔宝石;Gem;
Item_DurabilityGem;739;DurabilityGem;耐久宝石;Gem;
Item_StormGem;740;StormGem;风暴宝石;Gem;
Item_AgilityGem;741;AgilityGem;敏捷宝石;Gem;
Item_AccuracyGem;742;AccuracyGem;命中宝石;Gem;
Item_PoisonGem;743;PoisonGem;毒素宝石;Gem;
Item_FreezingGem;744;FreezingGem;冰冻宝石;Gem;
Item_DisillusionGem;745;DisillusionGem;破幻宝石;Gem;
Item_EnduranceGem;746;EnduranceGem;坚韧宝石;Gem;
Item_BraveryOrb;747;BraveryOrb;勇气灵珠;Gem;
Item_MagicOrb;748;MagicOrb;魔力灵珠;Gem;
Item_SoulOrb;749;SoulOrb;灵魂灵珠;Gem;
Item_ProtectionOrb;750;ProtectionOrb;守护灵珠;Gem;
Item_EvilSlayerOrb;751;EvilSlayerOrb;屠魔灵珠;Gem;
Item_DurabilityOrb;752;DurabilityOrb;耐久灵珠;Gem;
Item_StormOrb;753;StormOrb;风暴灵珠;Gem;
Item_AgilityOrb;754;AgilityOrb;敏捷灵珠;Gem;
Item_AccuracyOrb;755;AccuracyOrb;命中灵珠;Gem;
Item_PoisonOrb;756;PoisonOrb;毒素灵珠;Gem;
Item_FreezingOrb;757;FreezingOrb;冰冻灵珠;Gem;
Item_DisillusionOrb;758;DisillusionOrb;破幻灵珠;Gem;
Item_EnduranceOrb;759;EnduranceOrb;坚韧灵珠;Gem;
Item_SewingGoods;760;SewingGoods;缝纫用品;Gem;
Item_BoneHammer;761;BoneHammer;骨锤;Gem;
Item_GreaterSewingGoods;762;GreaterSewingGoods;高级缝纫用品;Gem;
Item_GreaterBoneHammer;763;GreaterBoneHammer;强化骨锤;Gem;
Item_HyeoncheonMaseok;1403;Hyeoncheon Maseok;玄天魔石;Gem;
Item_SpiritHelmet;7;SpiritHelmet;灵魂头盔;Helmet;
Item_RecallHelmet;11;RecallHelmet;回城头盔;Helmet;
Item_MirHelmet;57;MirHelmet;米尔头盔;Helmet;
Item_MirHelmet1;58;MirHelmet1;米尔头盔1;Helmet;
Item_MirHelmet2;59;MirHelmet2;米尔头盔2;Helmet;
Item_MirHelmet3;60;MirHelmet3;米尔头盔3;Helmet;
Item_MirHelmet4;61;MirHelmet4;米尔头盔4;Helmet;
Item_MirHelmet5;62;MirHelmet5;米尔头盔5;Helmet;
Item_BoneHood;86;BoneHood;白骨兜帽;Helmet;
Item_MysteryHelmet;120;MysteryHelmet;神秘头盔;Helmet;
Item_TarragonHelmet;134;TarragonHelmet;泰拉冈头盔;Helmet;
Item_RaidersHelmet;164;RaidersHelmet;掠夺者头盔;Helmet;
Item_RaidersHelmet1;165;RaidersHelmet1;掠夺者头盔1;Helmet;
Item_RaidersHelmet2;166;RaidersHelmet2;掠夺者头盔2;Helmet;
Item_RaidersHelmet3;167;RaidersHelmet3;掠夺者头盔3;Helmet;
Item_RaidersHelmet4;168;RaidersHelmet4;掠夺者头盔4;Helmet;
Item_RaidersHelmet5;169;RaidersHelmet5;掠夺者头盔5;Helmet;
Item_SparklingHelmet;200;SparklingHelmet;闪耀头盔;Helmet;
Item_HelmetOfDarkness;203;HelmetOfDarkness;黑暗头盔;Helmet;
Item_CheongboHelmetWAR;206;CheongboHelmet(WAR);青宝头盔·战士;Helmet;
Item_CheongboHelmetWIZ;209;CheongboHelmet(WIZ);青宝头盔·法师;Helmet;
