ID;Index;EnglishName;ChineseName;FileName;Notes
NPC_Mysterious_Yu;139;Mysterious_Yu;神秘 禹;SerpentValley/ConnectionPath/MysteriousYu;
NPC_MysteriousPillar;181;MysteriousPillar;神秘石柱;MongchonProvince/MysteriousPillar;
NPC_MysteriousStone;67;MysteriousStone;神秘石像;BichonProvince/OmaCave/Stone;
NPC_MysteriousStone;75;MysteriousStone;神秘石像;WoomyonWoods/WoomaTemple/Stone;
NPC_MysteriousStone;187;MysteriousStone;神秘石像;MongchonProvince/StoneTemple/Stone;
NPC_MysteriousStone;188;MysteriousStone;神秘石像;MongchonProvince/ZumaTemple/Stone;
NPC_MysteriousStone;209;MysteriousStone;神秘石像;AncientCaves/AncientPrajna-D2074;
NPC_OddOldMan;202;OddOldMan;古怪老人;PrajnaIsland/OddOldMan;
NPC_OldFisherman_Frank;194;OldFisherman_Frank;老渔夫 弗兰克;PrajnaIsland/Fisherman;
NPC_OldSkeleton;66;OldSkeleton;老骷髅;BichonProvince/DeadMine/OldSkeleton;
NPC_OldSkull;140;OldSkull;老骷髅头;SerpentValley/SDeadMine/OldSkull;
NPC_PetMaster_Andy;58;PetMaster_Andy;宠物管理员 安迪;BichonProvince/BichonWall/PetStore;
NPC_Pillar;121;Pillar;石柱;WoomyonWoods/TaoistVillage/TreePath/Pillar;
NPC_Pillar;127;Pillar;石柱;WoomyonWoods/SeokchoValley/TrollMine/Pillar;
NPC_PotionShop_Samuel;231;PotionShop_Samuel;药剂店 塞缪尔;WasteLand/DeadForest/Potion;
NPC_Premium_Elijah;60;Premium_Elijah;特权商人 以利亚;BichonProvince/BichonWall/Premium;
NPC_Prison_Guard;14;Prison_Guard;监狱守卫;BichonProvince/BorderVillage/Prison;
NPC_Proceeder;250;Proceeder;活动引导员;BichonProvince/Event/Proceeder30-EM001;
NPC_Proceeder;251;Proceeder;活动引导员;BichonProvince/Event/Proceeder40-EM002;
NPC_Proceeder;252;Proceeder;活动引导员;BichonProvince/Event/Proceeder41-EM003;
NPC_Protector_James;178;Protector_James;守护者 詹姆斯;MongchonProvince/SabukWall/SwampNPC;
NPC_RightEscort_Martin;220;RightEscort_Martin;右护卫 马丁;PastBichon/RightEscort;
NPC_Sailor_Alfred;233;Sailor_Alfred;水手 阿尔弗雷德;WhiteValley/Encampment/Sailor;
NPC_Sailor_Raymond;200;Sailor_Raymond;水手 雷蒙德;PrajnaIsland/Sailor;
NPC_Sailor_Rupert;15;Sailor_Rupert;水手 鲁伯特;BichonProvince/Sailor;
NPC_Signpost;114;Signpost;路牌;WoomyonWoods/TaoistVillage/Signpost;
NPC_Signpost;126;Signpost;路牌;WoomyonWoods/SeokchoValley/Signpost;
NPC_Signpost;132;Signpost;路牌;SerpentValley/Village/Signpost;
NPC_Signpost;199;Signpost;告示牌;PrajnaIsland/Board;
NPC_Signpost;242;Signpost;路牌;WhiteValley/Encampment/Signpost;
NPC_Sir_Mogu;53;Sir_Mogu;莫古爵士;BichonProvince/BichonWall/Sir.Mogu;
NPC_SkeletonPile;141;SkeletonPile;骷髅堆;SerpentValley/SDeadMine/SkeletonPile;
NPC_SkullPile;138;SkullPile;头骨堆;SerpentValley/SDeadMine/SkullPile;
NPC_Solider_Richard;41;Solider_Richard;士兵 理查德;BichonProvince/BichonWall/Solider;
NPC_Specialist_Eugene;94;Specialist_Eugene;专家 尤金;WoomyonWoods/TaoistVillage/Potion1;
NPC_Specialist_Kimberly;83;Specialist_Kimberly;专家 金伯莉;WoomyonWoods/Castle-GI/Potion1;
NPC_Specialist_Kurtis;196;Specialist_Kurtis;专家 柯蒂斯;PrajnaIsland/Potion1;
NPC_Specialist_Milton;171;Specialist_Milton;专家 米尔顿;MongchonProvince/SabukWall/Potion1;
NPC_Specialist_Travis;30;Specialist_Travis;专家 特拉维斯;BichonProvince/BichonWall/Potion3;
NPC_SquadLeader_Dolby;245;SquadLeader_Dolby;小队长 多尔比;WhiteValley/SquadLeader;
NPC_StableGirl_Mary;40;StableGirl_Mary;马厩女孩 玛丽;BichonProvince/BichonWall/StableGirl;
NPC_Stairs;312;Stairs;楼梯;GuildTerritory\GA0\GTStairs-GA10;
NPC_Stairs;313;Stairs;楼梯;GuildTerritory\GA0\GTStairs-GA20;
NPC_Stairs;319;Stairs;楼梯;GuildTerritory\GA1\GTStairs-GA11;
NPC_Stairs;320;Stairs;楼梯;GuildTerritory\GA1\GTStairs-GA21;
NPC_Stairs;326;Stairs;楼梯;GuildTerritory\GA2\GTStairs-GA12;
NPC_Stairs;327;Stairs;楼梯;GuildTerritory\GA2\GTStairs-GA22;
NPC_Stairs;333;Stairs;楼梯;GuildTerritory\GA3\GTStairs-GA13;
NPC_Stairs;334;Stairs;楼梯;GuildTerritory\GA3\GTStairs-GA23;
NPC_Stairs;340;Stairs;楼梯;GuildTerritory\GA4\GTStairs-GA14;
NPC_Stairs;341;Stairs;楼梯;GuildTerritory\GA4\GTStairs-GA24;
NPC_Stairs;347;Stairs;楼梯;GuildTerritory\GA5\GTStairs-GA15;
NPC_Stairs;348;Stairs;楼梯;GuildTerritory\GA5\GTStairs-GA25;
NPC_Stairs;354;Stairs;楼梯;GuildTerritory\GA6\GTStairs-GA16;
NPC_Stairs;355;Stairs;楼梯;GuildTerritory\GA6\GTStairs-GA26;
NPC_Stairs;361;Stairs;楼梯;GuildTerritory\GA7\GTStairs-GA17;
NPC_Stairs;362;Stairs;楼梯;GuildTerritory\GA7\GTStairs-GA27;
NPC_Stairs;368;Stairs;楼梯;GuildTerritory\GA8\GTStairs-GA18;
NPC_Stairs;369;Stairs;楼梯;GuildTerritory\GA8\GTStairs-GA28;
NPC_Stairs;375;Stairs;楼梯;GuildTerritory\GA9\GTStairs-GA19;
NPC_Stairs;376;Stairs;楼梯;GuildTerritory\GA9\GTStairs-GA29;
NPC_Storage_Jake;63;Storage_Jake;仓库管理员 杰克;BichonProvince/OmaCave/Warehouse;
NPC_Storage_Jon;234;Storage_Jon;仓库管理员 乔恩;WhiteValley/Encampment/Storage;
NPC_StrangeMan;64;StrangeMan;神秘人;BichonProvince/OmaCave/StrangeMan;
NPC_StrangePillar;180;StrangePillar;奇怪石柱;MongchonProvince/StrangePillar;
NPC_SubjagationManager_James;54;SubjagationManager_James;剿灭任务管理员 詹姆斯;BichonProvince/BichonWall/SubjagationManager;
NPC_SubjugationLead_Eric;73;SubjugationLead_Eric;剿灭队长 埃里克;WoomyonWoods/Fortress/SubjugationLead;
NPC_Teleport_Denzel;86;Teleport_Denzel;传送员 登泽尔;WoomyonWoods/Castle-GI/Transporter;
NPC_Teleport_Gilbert;1;Teleport_Gilbert;传送员 吉尔伯特;BichonProvince/BorderVillage/Transport;
NPC_Teleport_Harrison;23;Teleport_Harrison;传送员 哈里森;BichonProvince/BichonWall/Bichon_Teleport2;
NPC_Teleport_Jason;22;Teleport_Jason;传送员 杰森;BichonProvince/BichonWall/Bichon_Teleport1;
NPC_Teleport_Kyle;24;Teleport_Kyle;传送员 凯尔;BichonProvince/BichonWall/Bichon_Teleport3;
NPC_Teleport_Sigmund;115;Teleport_Sigmund;传送员 西格蒙德;WoomyonWoods/TaoistVillage/Transporter;
NPC_TheWatcher_Jacob;244;TheWatcher_Jacob;守望者 雅各布;WhiteValley/Encampment/CaveGuard;
NPC_TimeStone;208;TimeStone;时间之石;PrajnaIsland/Timestone;
NPC_TimeStone;222;TimeStone;时间之石;PastBichon/Timestone;
NPC_TrainerTaoist;104;TrainerTaoist;道士导师;WoomyonWoods/TaoistVillage/TrainerTao;
NPC_TrainerTaoist;111;TrainerTaoist;道士导师;WoomyonWoods/TaoistVillage/TrainerTaoist2;
NPC_Transport_Chandler;131;Transport_Chandler;传送员 钱德勒;SerpentValley/Village/Transport;
NPC_Transport_Edwin;146;Transport_Edwin;传送员 爱德温;MongchonProvince/MudWall/Transport;
NPC_Traveller_Soho;74;Traveller_Soho;旅行者 索霍;WoomyonWoods/InsectCave/Soho;
NPC_TravellingMerchant_Damian;283;TravellingMerchant_Damian;流浪商人 达米安;TravellingMerchant;
NPC_TravellingMerchant_Damian;284;TravellingMerchant_Damian;流浪商人 达米安;TravellingMerchant;
NPC_TravellingMerchant_Damian;285;TravellingMerchant_Damian;流浪商人 达米安;TravellingMerchant;
NPC_TravellingMerchant_Damian;286;TravellingMerchant_Damian;流浪商人 达米安;TravellingMerchant;
NPC_TravellingMerchant_Damian;287;TravellingMerchant_Damian;流浪商人 达米安;TravellingMerchant;
NPC_TravellingMerchant_Damian;288;TravellingMerchant_Damian;流浪商人 达米安;TravellingMerchant;
NPC_TravellingMerchant_Damian;289;TravellingMerchant_Damian;流浪商人 达米安;TravellingMerchant;
NPC_TravellingMerchant_Damian;290;TravellingMerchant_Damian;流浪商人 达米安;TravellingMerchant;
NPC_TravellingMerchant_Damian;291;TravellingMerchant_Damian;流浪商人 达米安;TravellingMerchant;
NPC_TravellingMerchant_Damian;292;TravellingMerchant_Damian;流浪商人 达米安;TravellingMerchant;
NPC_TravellingMerchant_Damian;293;TravellingMerchant_Damian;流浪商人 达米安;TravellingMerchant;
NPC_TrustMerchant_Jake;149;TrustMerchant_Jake;信誉商人 杰克;MongchonProvince/MudWall/TrustMerchant;
NPC_TrustMerchant_James;42;TrustMerchant_James;信誉商人 詹姆斯;BichonProvince/BichonWall/TrustMerchant;
NPC_TrustMerchant_Joseph;204;TrustMerchant_Joseph;信誉商人 约瑟夫;PrajnaIsland/TrustMerchant;
NPC_TrustMerchant_Michael;243;TrustMerchant_Michael;信誉商人 迈克尔;WhiteValley/Encampment/TrustMerchant;
NPC_TrustMerchant_Patrick;88;TrustMerchant_Patrick;信誉商人 帕特里克;WoomyonWoods/Castle-GI/TrustMerchant;
NPC_TrustMerchant_Terry;217;TrustMerchant_Terry;信誉商人 特里;PastBichon/TrustMerchant;
NPC_VillageChief_Andrew;207;VillageChief_Andrew;村长 安德鲁;PrajnaIsland/VillageChief;
NPC_VulnerableSon_Alfie;137;VulnerableSon_Alfie;孱弱的儿子 阿尔菲;SerpentValley/VulnerableSon;
NPC_Wanderer_Charlotte;305;Wanderer_Charlotte;流浪者 夏洛特;WhiteValley/Wanderer_Charlotte;
NPC_Warehouse_Clair;125;Warehouse_Clair;仓库管理员 克莱尔;WoomyonWoods/SeokchoValley/Warehouse;
NPC_Warehouse_Heather;197;Warehouse_Heather;仓库管理员 希瑟;PrajnaIsland/Warehouse;
NPC_Warehouse_Hubert;96;Warehouse_Hubert;仓库管理员 休伯特;WoomyonWoods/TaoistVillage/Warehouse;
NPC_Warehouse_Stanislav;215;Warehouse_Stanislav;仓库管理员 斯坦尼斯拉夫;PastBichon/Warehouse;
NPC_WickedTrader_James;65;WickedTrader_James;黑心商人 詹姆斯;BichonProvince/NaturalCave/WickedTrader;
NPC_WierdPillar;179;WierdPillar;古怪石柱;MongchonProvince/WierdPillar;
NPC_WiseFisherman_Albert;39;WiseFisherman_Albert;智者渔夫 阿尔伯特;BichonProvince/BichonWall/WiseFisher;
